eventid,date,country_txt,region_txt,city,latitude,longitude,attacktype1_txt,attacktype2_txt,targtype1_txt,targtype2_txt,targtype3_txt,targsubtype1_txt,targsubtype2_txt,targsubtype3_txt,gname,gsubname,gname2,gsubname2,success,suicide,extended,motive,target1,weaptype1_txt,nkill,nwound,summary
4849.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,LEBANON.  An explosive device was hurled at the Kuwaiti Embassy in Beirut. No one was injured.
4850.0,,Pakistan,Unknown,Quetta,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Amal,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"PAKISTAN.  In two separate incidents, pro-Khomeini Iranians armed with automatic weapons and grenade launchers attacked members of the main Iranian opposition party.  Altogether 30 people were injured and three people killed in these attacks.  Approximately 17,000 Iranian dissidents live in Karachi and Quetta, the locations of the attacks."
4851.0,,Pakistan,Unknown,Karachi,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Amal,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"PAKISTAN.  In two separate incidents, pro-Khomeini Iranians armed with automatic weapons and grenade launchers attacked members of the main Iranian opposition party.  Altogether 30 people were injured and three people killed in these attacks.  Approximately 17,000 Iranian dissidents live in Karachi and Quetta, the locations of the attacks."
4852.0,,Chile,Unknown,Concepcion,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,CHILE.  A powerful bomb exploded at the front door of a Mormon Church in Concepcion.
4853.0,,Panama,Unknown,Panama City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,PANAMA.  A homemade bomb was thrown at the Nicaraguan Embassy in Panama City.  Damage was minor.
4854.0,,United States,Unknown,Los Angeles,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,1,"UNITED STATES.  In what appears to have been a political assault by a Salvadoran death squad, a Salvadoran woman in Los Angeles was abducted, tortured, and raped.  Yanira Corea had been leaving a meeting of the Committee in Solidarity with the People of El Salvador (CISPES), a group critical of U.S. policy in Central America, when she was seized by several men, blindfolded and interrogated in a van about her political activities in Los Angeles. The men at one point suggested killing her but one of the others replied that Corea should be kept alive as a reminder to others that they were here."
4855.0,,Chile,Unknown,Santiago,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,"CHILE.  A Molotov cocktail was thrown at a Mormon Church in Santiago.  Out of the common people's territories Yankee invaders, was written on the church wall."
4856.0,,Swaziland,Unknown,Mbabane,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,3,0,SWAZILAND.  Two members of the African National Congress (ANC) and a female companion were murdered by white gunmen who forced their taxi off a road outside Mbabane.
4857.0,,Pakistan,Unknown,Karachi,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,72,250,"PAKISTAN.  72 people were killed and over 250 injured when two car bombs exploded within thirty minutes of each other in a busy shopping area of Karachi.  No group claimed responsibility for the attack, but Pakistan is blaming Afghan intelligence."
4858.0,,Pakistan,Unknown,Karachi,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"PAKISTAN.  72 people were killed and over 250 injured when two car bombs exploded within thirty minutes of each other in a busy shopping area of Karachi.  No group claimed responsibility for the attack, but Pakistan is blaming Afghan intelligence."
4859.0,,United States,Unknown,Los Angeles,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,UNITED STATES.  A Guatemalan woman who is active on behalf of the Committee in Solidarity with the People of El Salvador (CISPES) was kidnapped in Los Angeles and held for questioning for several hours by two men.  She was told to stop associating with Salvadorans. This incident follows the kidnap and rape of another Salvadoran woman a week earlier.
4860.0,,United Kingdom,Unknown,London,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,"UNITED KINGDOM.  A car exploded near the entrance of Kensington Palace, the London home of the Prince and Princess of Wales.  The driver of the car was wounded.  Officials believe the blast to have been caused by a bomb."
4861.0,,Greece,Unknown,Athens,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,1,GREECE.  In Athens a group of Kurdish refugees were attacked by unknown assailants as they were leaving the Lavrion Reception Center for Political Refugees.  One person was treated for gunshot wounds.
4862.0,,United Kingdom,Unknown,London,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,"UNITED KINGDOM.  An opponent of the Iranian government was the target of a car bomb in London.  Amir Parvis, former minister in the Shah's government, was badly injured when a bomb placed under a seat detonated.  The bomb had actually been placed under the wrong seat - had it been under Parvis' seat, he most likely would have been killed.  A group called the Guardians of the Islamic Revolution claimed responsibility for the attack."
4863.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Shining Path (SL),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"PERU.  Several Sendero Luminoso members were arrested in connection with the bombing of the Bolivian Embassy in Lima.  Police believe the incident to be related to the presence of U.S. troops in Bolivia, who are actively working with the Bolivian government in an anti-drug effort.  The attack followed a meeting by Peruvian and Bolivian foreign ministers in which the drug issue was discussed."
4864.0,,Peru,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,22,PERU.  An illegally parked car at the Sheraton Hotel exploded as it was being towed away.  22 persons were injured.  The car had been packed with 80 pounds of dynamite.
4865.0,,United Kingdom,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,al-Fatah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,"UNITED KINGDOM.  A Palestinian journalist, Ali Naji Awad al-Adhami, was shot in the head by a gunman who fled on foot following the attack.  Al-Adhami had been employed by a Kuwaiti newspaper and was a well known Arab cartoonist.  Al-Adhami died of his wounds August 29.  No group claimed responsibility for the attack, however Al Fatah or Force 17 are suspected of having killed him because of his anti-Arafat political cartoons."
4866.0,,Austria,Unknown,Vienna,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,"AUSTRIA.  An Iranian exile living in France was gunned down in Vienna by men thought to be Iranian agents.  Hamid Reza Chitgar, chairman of the Party of Work (reportedly similar to Albanian Marxism), was called to a meeting of his sympathizers in Vienna on May 19.  His body and car were found two months later."
4867.0,,Sudan,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sudan People's Liberation Army (SPLA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"SUDAN.  Three Jesuit missionaries were kidnapped in the southern part of the country.  One of the priests managed to escape, and the other two, an Indian and a Maltese, were released by the Sudan People's Liberation Army (SPLA) July 29, 1987."
4868.0,,Congo (Brazzaville),Unknown,Brazzaville,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,1,1,"CONGO.  A man claiming to be a member of Hezbollah overpowered an Air Afrique DC 10 over Italy and ordered it flown to Geneva for refueling in order to continue on to Beirut.  The man had boarded the plane in Brazzaville, Congo, concealing a small pistol and explosives which he had wrapped around his waist.  While the plane was on the ground in Geneva the terrorist underscored his demand to be flown to Beirut by murdering a French passenger.  Panicked passengers opened emergency doors and slid down chutes to escape any further violence.  A steward who tried to overpower the hijacker was shot and seriously wounded.  A Swiss security team was able to board the plane during the confusion and overtake the hijacker.  One of the hijacker's demands had been the release from a West German prison of Mohammed Ali Hamadei, the Lebanese Shiite Moslem who is being held for his participation in the TWA hijacking in June 1985.In February, 1989, Hussein Mohammed Hariri, a Lebanese Shiite Muslim was sentenced to life in prison by a Swiss court.  Throughout the trial several threats were made against Swiss interests by a Lebanese group calling itself the Green Cells.  In July 1992, Hariri escaped from the top security prison at Bochuz in Canton Vaud in Switzerland."
4869.0,,France,Unknown,Hendaye,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Basque Fatherland and Freedom (ETA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,1,0,"FRANCE.  An ex-ETA member who had been in contact with the Spanish consulate in Hendaye regarding returning to Spain under an amnesty program, was killed when his car exploded.  It is uncertain whether he was killed by members of the Anti-Terrorist Liberation Group (GAL) or ETA."
4870.0,,Spain,Unknown,Castellon de la Plana,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Terra Lliure,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,SPAIN.  Members of the Catalonian group Terra Lliure (Free Land) claimed responsibility for a bomb that went off at the Hispano-Americano Bank in Castellon de la Plana.
4871.0,,Turkey,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,1,"TURKEY.  Iranian exile Mansuri Mohammad Hasan was murdered in his home by an unknown gunman who fled in a Mercedes suspected of belonging to the Iraqi Consulate.  Benhan Fadil, first secretary at the Iraqi Foreign Ministry, was visiting Hasan at the time of the murder, and was himself seriously injured by the assassin."
4872.0,,Chile,Unknown,Santiago,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,"CHILE.  Molotov cocktails were thrown at a Mormon Church in Santiago, causing approximately $25,000 in damage."
4873.0,,Sri Lanka,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sinhalese Janatha Vimukthi Peramuna (JVP),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,"SRI LANKA.  Indian Prime Minister Rajiv Gandhi was hit by the rifle butt of a Sri Lankan soldier while he inspected an honor guard.  The prime minister was not seriously hurt.  The assailant, who is known to be affiliated with the leftist Sinhalese Janatha Vimukthi Peramuna (JVP) terrorist organization, was pushed off balance by a naval commander as he aimed the blow at Mr. Gandhi. Detectives are investigating whether the assault was part of a larger JVP conspiracy to destabilize the Sri Lankan government."
4874.0,,Iran,Unknown,Tehran,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,1,0,"IRAN.  Following violence and hostility between Iranian pilgrims and Saudi Arabian authorities during the Haj pilgrimage in Mecca, angry mobs stormed the Saudi Arabian embassy in Tehran, seizing four Saudi diplomats. Three of the diplomats were released a few days later. One Saudi diplomat fell out of a window as the demonstrators took over the embassy.  He died of his injuries two weeks later."
4875.0,,Tunisia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"TUNISIA.  Explosions occurred at four hotels, seriously injuring 11 tourists.  Four of those injured were British.  The Habib al-Dawi group of the Islamic Jihad organization claimed responsibility. Members of the Islamic Tendency Movement, with links to Islamic Jihad, were convicted."
4876.0,,Tunisia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"TUNISIA.  Explosions occurred at four hotels, seriously injuring 11 tourists.  Four of those injured were British.  The Habib al-Dawi group of the Islamic Jihad organization claimed responsibility. Members of the Islamic Tendency Movement, with links to Islamic Jihad, were convicted."
4877.0,,Tunisia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"TUNISIA.  Explosions occurred at four hotels, seriously injuring 11 tourists.  Four of those injured were British.  The Habib al-Dawi group of the Islamic Jihad organization claimed responsibility. Members of the Islamic Tendency Movement, with links to Islamic Jihad, were convicted."
4878.0,,Tunisia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,11,"TUNISIA.  Explosions occurred at four hotels, seriously injuring 11 tourists.  Four of those injured were British.  The Habib al-Dawi group of the Islamic Jihad organization claimed responsibility. Members of the Islamic Tendency Movement, with links to Islamic Jihad, were convicted."
4879.0,,Iran,Unknown,Tehran,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"IRAN.  At the same time that angry mobs were storming the Saudi Arabian embassy in Tehran, demonstrators attacked the Kuwaiti Embassy, ransacking and burning embassy documents and tampering with its contents.  During the melee, an unidentified person answered the telephone within the Kuwaiti Embassy, claiming that the embassy had been turned into a headquarters for Hezbollah."
4880.0,,Switzerland,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Green Cells,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,"SWITZERLAND.  After the arrest of an Arab hijacker in Switzerland,  Switzerland continued to receive threats from an Arab group calling itself the Green Cells.  The annex of the Palais Wilson, a structure which once housed the League of Nations, was set on fire and officials believe that people associated with the Green Cells may have been involved."
4881.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,LEBANON.  An unidentified person hurled an explosive device at the Saudi Arabian Embassy compound.  The blast resulted in only minor damage because some of the sticks of dynamite failed to detonate.
4882.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,LEBANON.  A car bomb damaged the Saudi Arabian Air Lines office in Beirut.
4883.0,,Lebanon,Unknown,West Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,LEBANON.  A small bomb exploded at the Saudi Arabian Cultural Center in West Beirut.  Only minor damage was sustained.
4884.0,,Pakistan,Unknown,Peshawar,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"PAKISTAN.  Two bombs went off in Peshawar, causing extensive damage. Two people were killed and thirty six injured in one of the blasts. Afghan intelligence agents are suspected."
4885.0,,Pakistan,Unknown,Peshawar,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,2,36,"PAKISTAN.  Two bombs went off in Peshawar, causing extensive damage. Two people were killed and thirty six injured in one of the blasts. Afghan intelligence agents are suspected."
4886.0,,Cyprus,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"CYPRUS.  An explosive-laden automobile set to detonate in the parking lot of the British Episkopi Base Officers' Club was discovered and the bombs defused.  An arson-set fire broke out a few hours after the discovery of the car bomb.  Early speculation was that the fire was a diversion, and that after it started, the car was to have exploded."
4887.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,PERU.  Guerrillas bombed the Lima branch of Citibank.  Minor damage was sustained and one person was injured.
4888.0,,Honduras,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,12,"HONDURAS.  A pipe bomb exploded at a restaurant frequented by U.S. servicemen, injuring six U.S. soldiers and six Honduran civilians.  The Americans were stationed at the nearby Palmerola Air Base."
4889.0,,United States,Unknown,Garden Grove,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,1,0,"UNITED STATES.  A Vietnamese publisher was killed in an arson fire at his office in Garden Grove, California.  The Vietnamese Party to Exterminate the Communists and Restore the Nation claimed responsibility in a communique to the police the same day."
4890.0,,Pakistan,Unknown,Mardan,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,PAKISTAN.  A bomb went off near a sports arena in the city of Mardan.  No casualties were reported. Afghan intelligence agents are suspected.
4891.0,,Pakistan,Unknown,Mardan,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,7,45,"PAKISTAN.  Two bombs exploded at a bus station in Mardan, resulting in seven dead, 45 injured.  Afghan agents are suspected."
4892.0,,Switzerland,Unknown,Geneva,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,SWITZERLAND.  A former Iranian military pilot awaiting asylum in Switzerland was assassinated by two gunmen in Geneva.  Iran is suspected of direct involvement.
4893.0,,Greece,Unknown,Athens,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,November 17 Revolutionary Organization (N17RO),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Remote-detonated explosive,0,11,GREECE.  A remote-control bomb detonated near a bus carrying U.S. servicemen in Athens.  Ten Americans and the bus driver were injured. The 17 November Revolutionary Organization (17NRO) claimed responsibility.  The bomb had been concealed in a car bearing diplomatic license plates.
4894.0,,Saudi Arabia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,1,5,"SAUDI ARABIA.  An explosion tore through a natural gas plant on the Persian Gulf and, although the Saudi government is denying foul play, there is speculation that the explosion was due to Iranian sabotage.  The Saudi branch of Hezbollah claimed responsibility for the blast."
4895.0,,Colombia,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,National Liberation Army of Colombia (ELN),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,COLOMBIA.  A National Liberation Army of Colombia (ELN) bomb destroyed a transport helicopter used by Occidental Petroleum Co. (oil).
4896.0,,Federal Republic of Germany,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,FEDERAL REPUBLIC OF GERMANY.  Four cars parked at an American military complex were damaged by firebombs thrown by two unidentified men. A neo-Nazi group claimed credit for the attack in connection with the death of Rudolph Hess.
4897.0,,Spain,Unknown,Santander,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Basque Fatherland and Freedom (ETA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,SPAIN.  ETA set off bombs in front of Ford and Renault auto dealerships in Santander.
4898.0,,Spain,Unknown,Santander,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Basque Fatherland and Freedom (ETA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,SPAIN.  ETA set off bombs in front of Ford and Renault auto dealerships in Santander.
4899.0,,Spain,Unknown,Santander,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Basque Fatherland and Freedom (ETA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,SPAIN.  An ETA bomb exploded at a Pryca supermarket in Santander.  Pryca is a French-owned supermarket chain.
4900.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,"PERU.  A terrorist commando machine-gunned an automobile belonging to the North Korean diplomatic mission in Lima.  The driver of the vehicle, a Peruvian, was taken into custody after being wounded by return fire."
4901.0,,Peru,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tupac Amaru Revolutionary Movement (MRTA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,3,"PERU.  Tupac Amaru guerrillas detonated a car bomb in front of the Citicorp office, injuring three passersby."
4902.0,,Peru,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tupac Amaru Revolutionary Movement (MRTA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"PERU.  A car bomb went off in the underground garage of the Sheraton Hotel.  Authorities believe the blast was caused by 16 kilos of dynamite hidden in a Datsun.  While no one was injured, moderate damage was caused in the ensuing fire.  Ten members of Tupac Amaru were arrested in connection with the blast."
4903.0,,Israel,Unknown,Tel Aviv,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Palestinian Revolution Forces General Command,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,ISRAEL.  The Palestinian Revolutionary Forces General Command claimed responsibility for having placed a time bomb on an Israeli military bus in Tel Aviv.  Several people were injured by the blast.
4904.0,,Lebanon,Unknown,West Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"LEBANON.  Joseph Khuri was kidnapped in West Beirut when he was found to be carrying an Italian passport.  Khuri is an Italian national whose mother runs the Italian Cultural Center in West Beirut.  Khuri's father is Lebanese.  Khuri was released unharmed five days later, through efforts of Amal militia."
4905.0,,Angola,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,National Union for the Total Independence of Angol,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,1,0,ANGOLA.  Members of UNITA abducted three Swedish relief workers from an army-escorted convoy.  UNITA killed one of the victims before sending a delegate to Stockholm to express regrets and urge Sweden to withdraw its nationals from Angola.  Two months later the two workers had still not been released.
4906.0,,Federal Republic of Germany,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Popular Front for the Liberation of Palestine, Ge",Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"FEDERAL REPUBLIC OF GERMANY.  A bomb went off on railroad tracks ten minutes before a U.S. military train was scheduled to be crossing that section of line.  The military train was on a regular daily trip to West Berlin carrying personnel and supplies.  Because the train was unexpectedly delayed, the bomb instead damaged a West German freight train and the tracks.  No injuries were caused.On November 11, 1989 two members of the PFLP-GC were convicted in connection with this bombing."
4907.0,,Mexico,Unknown,Mexico City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,MEXICO.  A small explosive device exploded on the grounds of Proctor and Gamble in Mexico City.
4908.0,,Peru,Unknown,Lima,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tupac Amaru Revolutionary Movement (MRTA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,PERU.  Serious damage was caused to the Lima branch of the Bank of London by an explosion believed to have been perpetrated by Tupac Amaru.
4909.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"FRANCE.  A bomb went off in front of the Paris branch of the Saudi-European Bank.  Damage was minimal and there were no casualties.  Although no group claimed responsibility, there was some speculation, especially after the bombing a few days later of a Kuwaiti bank, that Islamic Jihad was carrying out its threat against Saudi Arabia and Kuwait to retaliate for the 404 deaths caused to Muslim pilgrims during the rioting at Mecca."
4910.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Hizballah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"FRANCE.  A powerful bomb went off in front of the Kuwaiti-French bank in Paris, causing substantial damage but no casualties.  A bomb had exploded a few days earlier at another Arab bank in Paris, leading to speculation that the Islamic Jihad may be carrying out its threats against both Saudi Arabia and Kuwait after riots in Mecca left 402 dead."
4911.0,,Federal Republic of Germany,Unknown,Frankfurt,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,1,FEDERAL REPUBLIC OF GERMANY.  Iranian counterrevolutionaries were responsible for an attack on an Iranian airlines office in Frankfurt. An official in charge of the office was badly wounded in the attack.
4912.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,FRANCE.  Iranian counterrevolutionaries were responsible for an attack on an Iranian airlines office in Paris.
4913.0,,Norway,Unknown,Oslo,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fedayeen Khalq (People's Commandos),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,3,"NORWAY.  The Iranian Embassy in Oslo was stormed by eleven armed members of the Fedayeen Khalq (People's Commandos), a Marxist group seeking the overthrow of the present Iranian government.  The charge d'affaires was among the three people wounded in the incident which ended after the group was allowed to read statements to the media."
4914.0,,Austria,Unknown,Vienna,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,AUSTRIA.  Two unidentified men hurled Molotov cocktails at the Turkish Airlines office in Vienna.  Earlier in the evening a man with a foreign accent had telephoned the local press and warned of the attack on behalf of the leftist Turkish Marxist Workers Party.
